prompt,completion
"Edad: 18 años | Sexo: Hombre | Altura: 1.78m | Peso: 70kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Fuerza | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 8h | Calidad de sueño: Buena | Objetivo: Ganar fuerza y massa muscular","Rutina: Fuerza base para principiante - 3 días/semana\n\nAnálisis del perfil:\nJoven con buen potencial de crecimiento. Sueño adecuado, base nutricional correcta. Debe aprender técnica antes de subir cargas.\n\nDía 1 - Lunes (Tren superior):\n1. Press de banca con barra - 3x8\n2. Remo con barra - 3x8\n3. Press militar sentado con mancuernas - 3x10\n4. Curl de bíceps - 3x12\n5. Extensión de tríceps - 3x12\n\nDía 2 - Miércoles (Tren inferior):\n1. Sentadilla con barra - 3x8\n2. Peso muerto rumano con barra - 3x8\n3. Prensa de pierna - 3x12\n4. Extensión de cuádriceps - 3x15\n5. Curl femoral - 3x15\n\nDía 3 - Viernes (Full body):\n1. Sentadilla goblet - 3x12\n2. Dominadas asistidas - 3x8\n3. Fondos en paralelas - 3x8\n4. Plancha - 3x30s\n5. Hip thrust - 3x12\n\nRecomendaciones:\n- TÉCNICA PRIMERO: aprender movimientos con peso ligero antes de progresar.\n- Progresión lineal: subir 2.5kg por ejercicio cada semana si completa todas las repeticiones.\n- 1.8g proteína/kg = 126g/día.\n- Educación física y nutricional desde joven es una inversión a largo plazo."
"Edad: 30 años | Sexo: Mujer | Altura: 1.72m | Peso: 68kg | Frecuencia de ejercicio: 4-5 veces/semana | Nivel de rendimiento: Alto | Estilo de entrenamiento: Fuerza y cardio | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 3L/día | Horas de sueño: 7.5h | Calidad de sueño: Buena | Objetivo: Competencia de fitness","Rutina: Preparación para competencia - 5 días/semana\n\nAnálisis del perfil:\nUsuaria con alto nivel, buen perfil de recuperación y objetivo de competencia. El volumen e intensidad son altos pero justificados por el nivel.\n\nDía 1 - Lunes (Pierna pesado):\n1. Sentadilla con barra - 5x5\n2. Prensa de pierna - 4x10\n3. Peso muerto rumano - 4x10\n4. Extensión de cuádriceps - 4x12\n5. Curl femoral - 4x12\n6. Pantorrillas - 5x15\n\nDía 2 - Martes (Tren superior empuje):\n1. Press de banca - 4x8\n2. Press inclinado con mancuernas - 4x10\n3. Press militar con barra - 4x8\n4. Elevaciones laterales - 4x15\n5. Extensión de tríceps - 3x15\n6. Fondos - 3x12\n\nDía 3 - Miércoles (Cardio HIIT + core):\n1. HIIT en remo: 500m x 5 con descanso 90s\n2. Circuito core: Plancha x60s + Russian twists x20 + Elevación de piernas x15 + Dead bug x10 cada lado - 3 rondas\n3. Estiramientos - 10 min\n\nDía 4 - Jueves (Pierna volumen):\n1. Sentadilla búlgara - 4x10 cada pierna\n2. Hip thrust - 4x12\n3. Sentadilla sumo - 4x12\n4. Abducción en máquina - 3x20\n5. Curl femoral nórdico - 3x8\n6. Pantorrillas sentado - 4x20\n\nDía 5 - Viernes (Tren superior tirón):\n1. Dominadas con peso - 4x6\n2. Remo con barra - 4x8\n3. Jalón al pecho - 3x12\n4. Remo unilateral - 3x12\n5. Curl de bíceps - 4x12\n6. Face pull - 3x15\n\nRecomendaciones:\n- Para competencia: 2.2-2.5g proteína/kg = 150-170g/día.\n- Periodización: 3 semanas carga / 1 semana descarga.\n- Monitorear recuperación con frecuencia cardíaca en reposo y calidad de sueño."
"Edad: 25 años | Sexo: Mujer | Altura: 1.65m | Peso: 58kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Yoga y fuerza | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Vegana | Consumo de agua: 2.5L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Flexibilidad y tonificación","Rutina: Yoga + Fuerza combinada - 4 días/semana\n\nAnálisis del perfil:\nCombinación interesante de yoga y fuerza. La flexibilidad del yoga complementa la fuerza del entrenamiento con pesas. Dieta vegana requiere atención a proteína y micronutrientes.\n\nDía 1 - Lunes (Yoga dinámico):\n1. Saludo al sol - 10 rondas\n2. Guerriero I, II, III - flujo 10 min\n3. Perro boca abajo a plancha - 10 repeticiones\n4. Equilibrio en pie (árbol, guerrero III) - 5 min\n5. Flexiones de yoga (chaturanga) - 3x10\n6. Savasana y meditación - 5 min\n\nDía 2 - Martes (Fuerza tren inferior):\n1. Sentadilla con barra - 4x10\n2. Hip thrust - 4x12\n3. Sentadilla búlgara - 3x10 cada pierna\n4. Peso muerto rumano - 4x10\n5. Abducción con banda - 3x15\n6. Pantorrillas - 4x20\n\nDía 3 - Jueves (Fuerza tren superior):\n1. Press de banca con mancuernas - 4x12\n2. Remo con mancuerna unilateral - 4x12\n3. Press militar - 3x12\n4. Elevaciones laterales - 3x15\n5. Curl de bíceps - 3x15\n6. Tríceps en polea - 3x15\n\nDía 4 - Viernes (Yoga restaurativo + core):\n1. Posturas suaves de yoga - 30 min\n2. Plancha - 3x45s\n3. Boat pose (postura del bote) - 3x30s\n4. Piernas arriba en pared - 5 min\n5. Meditación y respiración - 10 min\n\nRecomendaciones:\n- Vegana: B12, hierro, calcio y omega-3 deben suplementarse.\n- Proteína vegana: 1.6-1.8g/kg = 93-104g/día.\n- El yoga mejora la movilidad para los ejercicios de fuerza."
"Edad: 52 años | Sexo: Mujer | Altura: 1.60m | Peso: 75kg | Frecuencia de ejercicio: 1-2 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Cardio suave | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 1.5L/día | Horas de sueño: 6h | Calidad de sueño: Regular | Objetivo: Bajar de peso y mejorar salud","Rutina: Acondicionamiento progresivo - 3 días/semana\n\nAnálisis del perfil:\nAdulto mayor con obesidad leve (IMC ~29.3), bajo rendimiento, mal sueño y poca hidratación. El enfoque debe ser conservador y sostenible. CAMBIO DE HÁBITOS primero, intensidad después.\n\nDía 1 - Lunes (Cardio suave):\n1. Caminata en caminadora sin inclinación - 20 min ritmo suave\n2. Bicicleta estática - 15 min ritmo fácil\n3. Estiramientos suaves - 10 min\n\nDía 2 - Miércoles (Tren inferior suave):\n1. Sentadilla en silla (sentarse y levantarse) - 3x10\n2. Puente de glúteos - 3x12\n3. Elevaciones de pantorrilla - 3x15\n4. Caminata en caminadora - 15 min\n\nDía 3 - Viernes (Movilidad + cardio):\n1. Caminata al aire libre - 20 min\n2. Movilidad articular completa - 15 min\n3. Estiramientos suaves - 10 min\n\nRecomendaciones:\n- PRIORIDAD: cambiar hábitos alimenticios. Déficit calórico de 300-400 kcal/día.\n- Aumentar agua a 2L gradualmente.\n- Mejorar sueño: rutina nocturna, sin pantallas.\n- Progresar muy lentamente: añadir 5 min de caminata por semana.\n- Consultar médico antes de iniciar."
"Edad: 22 años | Sexo: Mujer | Altura: 1.75m | Peso: 65kg | Frecuencia de ejercicio: 4-5 veces/semana | Nivel de rendimiento: Alto | Estilo de entrenamiento: CrossFit | Lugar de entrenamiento: Box de CrossFit | Tipo de dieta: Alta en proteínas | Consumo de agua: 3L/día | Horas de sueño: 8h | Calidad de sueño: Buena | Objetivo: Rendimiento en CrossFit","Rutina: CrossFit competitivo - 5 días/semana\n\nAnálisis del perfil:\nAtleta de CrossFit con alto nivel. Sueño e hidratación óptimos. La periodización es clave para evitar sobreentrenamiento.\n\nDía 1 - Lunes (Fuerza + WOD):\n1. Sentadilla con barra - 5x3 al 85% RM\n2. WOD: 21-15-9 Thrusters (43kg) + Pull-ups - por tiempo\n3. Accessory: Elevaciones laterales 3x15 + Curl de bíceps 3x12\n\nDía 2 - Martes (Olympic lifting):\n1. Snatch技术 drill - 20 min\n2. Clean & Jerk - 5x2 al 80% RM\n3. WOD: Tabata Air squats + Burpees - 8 rondas\n4. Core: Toes-to-bar 3x15 + Russian twists 3x20\n\nDía 3 - Miércoles (Cardio + movilidad):\n1. Row 2000m por tiempo\n2. Box jumps - 4x10\n3. Kettlebell swings - 4x15\n4. Movilidad y estiramientos - 20 min\n\nDía 4 - Jueves (Fuerza + WOD):\n1. Press de banca - 5x3 al 85% RM\n2. WOD: Fran (21-15-9 Thrusters + Pull-ups)\n3. Accessory: Face pull 3x15 + Extensión de tríceps 3x12\n\nDía 5 - Viernes (Long WOD):\n1. WOD: Murph (1.6km run + 100 pull-ups + 200 push-ups + 300 squats + 1.6km run) o variante modificada\n2. Estiramientos y recovery - 15 min\n\nRecomendaciones:\n- CrossFit competitivo: 2.2g proteína/kg = 143g/día.\n- Semanas de descarga cada 4 semanas.\n- Monitorear hombros: el volumen de pressing overhead es alto.\n- Mobility work diario para prevenir lesiones."
"Edad: 29 años | Sexo: Hombre | Altura: 1.80m | Peso: 80kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: Fuerza e hipertrofia | Lugar de entrenamiento: Casa | Equipamiento disponible: Mancuernas, Barra de dominadas, Bandas elásticas | Tipo de dieta: Omnívora | Consumo de agua: 2.5L/día | Horas de sueño: 8h | Calidad de sueño: Muy buena | Objetivo: Ganar músculo","Rutina: Hipertrofia combinada en casa - 4 días/semana\n\nAnálisis del perfil:\nCombinación muy completa para casa: mancuernas + barra de dominadas + bandas. Perfil de recuperación excelente.\n\nDía 1 - Lunes (Empuje):\n1. Flexiones arquero con mancuerna de lastre - 4x10 cada lado\n2. Press de hombros con mancuernas sentado - 4x12\n3. Press de suelo con mancuernas - 4x12\n4. Elevaciones laterales con mancuernas + banda - 3x15\n5. Fondos entre sillas con mancuerna en regazo - 3x12\n6. Extensión de tríceps sobre cabeza - 3x15\n\nDía 2 - Martes (Jalón y bíceps):\n1. Dominadas agarre ancho - 4x8\n2. Dominadas agarre supino - 4x10\n3. Remo con mancuerna unilateral - 4x12 cada lado\n4. Remo con banda elástica - 3x15\n5. Curl de bíceps con mancuernas - 4x12\n6. Curl martillo con mancuernas - 3x12\n\nDía 3 - Jueves (Piernas):\n1. Sentadilla búlgara con mancuernas - 4x10 cada pierna\n2. Hip thrust con mancuerna pesada - 4x15\n3. Peso muerto rumano con mancuernas - 4x12\n4. Zancadas con mancuernas - 3x12 cada pierna\n5. Sentadilla sumo con mancuerna + banda en rodillas - 3x15\n6. Pantorrillas con mancuerna en escalón - 4x20\n\nDía 4 - Viernes (Full body + core):\n1. Dominadas explosivas - 4x6\n2. Flexiones con mancuerna + press - 4x10\n3. Sentadilla con press de hombros - 3x12\n4. Remo con mancuerna + zancada - 3x10 cada lado\n5. Plancha con toque de hombro - 3x10 cada lado\n6. Dead bug - 3x12 cada lado\n\nRecomendaciones:\n- Setup excelente para casa. Progresar con lastre progresivo.\n- 2g proteína/kg = 160g/día.\n- Tempo controlado para máxima tensión mecánica."
"¿Cuántas repeticiones debo hacer para ganar músculo?","Para hipertrofia, el rango ideal es 8-12 repeticiones por serie al 65-80% de tu 1RM. Series de 3-5 repeticiones favorecen fuerza máxima, mientras que 15+ repeticiones mejoran resistencia muscular. Para ganancia muscular, 10-12 repeticiones con tempo controlado (3 segundos bajada, 1 pausa, 2 subida) dan excelentes resultados. Asegúrate de llegar cerca del fallo muscular en las últimas 2-3 repeticiones."
"¿Cada cuánto debo entrenar para ver resultados?","Para ganar músculo, 3-5 días por semana es ideal. Si eres principiante, 3 días full body son suficientes. Intermedios pueden dividir en upper/lower o push/pull/legs. Lo más importante es la consistencia: mejor 3 días cada semana que 6 días una semana y 0 la siguiente. Los músculos necesitan 48-72 horas de recuperación entre sesiones del mismo grupo muscular."
"¿Qué debo comer después de entrenar?","Dentro de las 2 horas posteriores al entrenamiento, consume 20-40g de proteína de rápida absorción (whey, claras de huevo, pollo) junto con carbohidratos para reponer glucógeno. Un batido de proteína con plátano o arroz es perfecto. La ventana anabólica es más amplia de lo que se pensaba, pero nutrir al músculo después del entrenamiento acelera la recuperación."
"¿Cuánta proteína necesito al día para ganar músculo?","La recomendación para hipertrofia es 1.6-2.2g de proteína por kilo de peso corporal al día. Para una persona de 75kg, eso significa 120-165g de proteína diaria. Distribúyela en 4-5 comidas con 25-40g cada una para maximizar la síntesis proteica muscular. Fuentes de calidad: pollo, huevos, pescado, lácteos, legumbres y tofu."
"¿Es verdad que necesito comer cada 3 horas?","No es estrictamente necesario. Lo importante es alcanzar tu meta diaria de proteína y calorías. Algunas personas se benefician de 4-6 comidas pequeñas, otras prefieren 3 comidas grandes. Estudios muestran que la síntesis proteica se eleva por 24-48 horas después de una comida rica en proteína. Come cuando te resulte conveniente y asegúrate de cumplir tus macros diarios."
"¿Los suplementos son necesarios para ganar músculo?","La mayoría de suplementos son innecesarios si tu alimentación es sólida. Los tres que tienen evidencia son: creatina monohidratada (5g diarios), proteína whey (para cubrir metas de proteína convenientemente) y cafeína (3-6mg/kg pre-entreno). Todo lo demás: BCAAs, glutamina, pre-workouts caros son marketing. Invierte ese dinero en comida de calidad."
"¿Cuánto tiempo debo descansar entre series?","Depende del objetivo: para fuerza máxima (1-5 reps), 3-5 minutos. Para hipertrofia (8-12 reps), 60-90 segundos. Para resistencia muscular (15+ reps), 30-60 segundos. El descanso insuficiente reduce el peso que puedes manejar, pero el descanso excesivo reduce la densidad del entrenamiento. Usa un cronómetro para ser consistente."
"¿Puedo entrenar con dolor muscular (agujetas)?","Sí, pero con precaución. Las agujetas (DOMS) son normales después de un entrenamiento nuevo o intenso. Entrenar el mismo grupo muscular con agujetas severas puede afectar la técnica y aumentar riesgo de lesión. Mejor entrenar otro grupo muscular o hacer cardio suave. Los estiramientos, foam roller y movimiento ligero ayudan a reducir las agujetas más rápido que el reposo total."
"¿Cuántas series debo hacer por grupo muscular por semana?","Para hipertrofia, 10-20 series efectivas por grupo muscular por semana es el rango óptimo. Principiante: 10-12 series. Intermedio: 12-16 series. Avanzado: 16-20 series. 'Efectivas' significa series cercanas al fallo muscular, no series con peso ligero sin esfuerzo. Si haces 20 series de bisagra sin intensidad, no cuentan."
"¿Debo estirar antes o después de entrenar?","Antes del entrenamiento, haz estiramientos DINÁMICOS (rotaciones, sentadillas al aire, zancadas caminando). Después, estiramientos ESTÁTICOS (mantener posiciones 20-30 segundos). Los estiramientos estáticos antes de entrenar pueden reducir la fuerza en un 5-10%. Guarda los estiramientos profundos para el final de la sesión."
"¿Por qué no puedo hacer más de 10 dominadas?","Las dominadas son un ejercicio compuesto que requiere fuerza de espalda, bíceps y core. Si stagnas en 10, prueba: 1) Añadir peso progresivamente con cinturón, 2) Trabajar variantes más difíciles (agarre ancho, pausa arriba), 3) Hacer series de alta frecuencia (más series pocas al día), 4) Asegurar técnica perfecta (retracción escapular, sin kipping). La fuerza de agarre también limita: cuelga de la barra 3x30s diarios."
"¿Cuántas flexiones debo hacer al día para ver resultados?","Si eres principiante, 50-100 flexiones diarias en series divididas (5x10, 4x15, etc.) pueden mejorar tu fuerza. Pero para crecimiento muscular real, necesitas progressive overload: aumentar series, repeticiones o dificultad (flexiones diamante, con pies elevados, a una mano). Haz 3-4 series de 10-15 repeticiones con técnica perfecta, 3-4 veces por semana, es más efectivo que 200 flexiones mal hechas."
"¿Debo tomar proteína whey o es mejor comer pollo?","Ambos son excelentes fuentes de proteína. El pollo tiene micronutrientes adicionales (hierro, zinc, B12) y es más saciante. La whey es más conveniente y se absorbe más rápido (útil post-entreno). No hay diferencia significativa en ganancia muscular si alcanzas tu meta diaria de proteína. Usa whey cuando necesites conveniencia, pollo y otros alimentos para el resto."
"¿Cuántas calorías debo comer para ganar músculo sin grasa?","Un superávit calórico de 200-500 kcal sobre tu mantenimiento es ideal. Calcula tu TDEE (calorías de mantenimiento) y añade 300 kcal. Si ganas más de 0.5kg por semana, probablemente estás ganando demasiada grasa. Si no ganas peso en 2 semanas, aumenta 200 kcal más. Monitorea tu peso semanalmente en ayunas para ajustar."
"¿Qué carbohidratos son mejores para ganar músculo?","Los carbohidratos de digestión media son ideales: arroz, avena, papa, boniato, pasta integral. Evita carbohidratos altamente procesados antes del entrenamiento (dulces, refrescos). Come carbohidratos complejos 2-3 horas antes de entrenar y rápidos (plátano, miel) inmediatamente después. Los carbohidratos reponen glucógeno muscular y facilitan la recuperación."
"¿Puedo perder grasa y ganar músculo al mismo tiempo?","Sí, especialmente si: 1) Eres principiante, 2) Estás volviendo al entrenamiento, 3) Tienes bastante grasa corporal. Necesitas: proteína alta (2g/kg), déficit calórico moderado (300-500 kcal), entrenamiento de fuerza intenso y sueño adecuado. A medida que avanzas, el recomp se vuelve más difícil y necesitas fases dedicadas de volumen y definición."
"¿Cuánto tiempo toma ver resultados de entrenamiento?","Primeros 4-6 semanas: mejoras neuromusculares (te sientes más fuerte, pero el músculo no ha crecido mucho). 8-12 semanas: cambios visibles en espejo y mediciones. 6-12 meses: diferencias significativas que otros notan. La paciencia es clave: el fitness es un maratón, no un sprint. Enfócate en progressive overload consistente y la physique llegará."
"¿Debo hacer cardio si quiero ganar músculo?","Sí, pero moderado. 2-3 sesiones de 20-30 minutos de cardio semanal mejoran la recuperación, la salud cardiovascular y la capacidad de entrenar más intenso. Evita exceso de cardio (más de 45 min de alto impacto) que puede interferir con la síntesis proteica. HIIT corto (15-20 min) es más compatible con hipertrofia que cardio prolongado."
"¿Es mejor entrenar por la mañana o por la tarde?","La investigación muestra que el rendimiento muscular es 5-10% mayor entre las 4-6 PM debido a la temperatura corporal y niveles de testosterona. Sin embargo, la mejor hora es la que puedas mantener CONSISTENTEMENTE. Si solo puedes entrenar a las 7 AM, hazlo. La diferencia entre mañana y tarde es menor que la diferencia entre entrenar y no entrenar."
"¿Cuántas horas de sueño necesito para ganar músculo?","Mínimo 7-9 horas. El 90% de la hormona del crecimiento se libera durante el sueño profundo. Dormir menos de 6 horas reduce la testosterona en un 10-15% y aumenta el cortisol (catabólico). Prioriza el sueño como parte de tu entrenamiento: rutina constante, habitación fresca y oscura, sin pantallas 1 hora antes de dormir."
"¿Cuánto agua debo beber si entreno?","Mínimo 3 litros diarios, más 500-750ml por hora de entrenamiento intenso. La deshidratación del 2% reduce el rendimiento un 20%. Bebe 500ml 2 horas antes de entrenar, 200ml cada 15-20 minutos durante el entrenamiento, y lo necesario para reponer lo perdido después. La orina debe ser amarillo claro, no transparente ni oscura."
"¿Qué hacer si me lesiono y no puedo entrenar?","Consulta a un profesional de salud primero. Mientras tanto: 1) Si es extremidad inferior, entrenar tren superior. 2) Si es extremidad superior, entrenar piernas y core. 3) Mantener actividad ligera (caminata, natación) para preservar condición cardiovascular. 4) No hacer ejercicio que cause dolor agudo. La mejor lesión es la que se previene: calentamiento adecuado, técnica correcta y progresión gradual."
"¿Por qué siento mareos al levantar pesas?","Causas comunes: 1) Bajar demasiado la cabeza en sentadillas o peso muerto, 2) Contener la respiración sin liberar (valsalva excesivo), 3) Deshidratación, 4) No comer suficiente antes de entrenar, 5) Baja presión arterial. Soluciones: respira adecuadamente, mantén la cabeza neutra, come 1-2 horas antes, hidrátate bien. Si persiste, consulta médico."
"¿Cuánto tiempo debo descansar entre sesiones del mismo grupo muscular?","Mínimo 48-72 horas para el mismo grupo muscular. Si entrenas pecho el lunes, espera hasta jueves o viernes para volver a trabajarlo. Los músculos crecen durante la recuperación, no durante el entrenamiento. Si entrenas full body 3 días, da 1 día de descanso entre sesiones. La frecuencia óptima para hipertrofia es 2 veces por semana por grupo muscular."
"¿Es normal que un lado sea más fuerte que el otro?","Sí, la asimetría es normal (todos tenemos un lado dominante). Pero si la diferencia es mayor al 10-15%, trabaja en corregirlo: 1) Ejercicios unilaterales (press con mancuerna, remo unilateral), 2) Empieza con el lado débil y haz igual número de repeticiones con el fuerte, 3) Añade 1-2 series extra al lado débil. Con el tiempo, las asimetrías se reducen."
"¿Puedo entrenar si estoy resfriado?","La regla del cuello: si los síntomas están ARRIBA del cuello (congestión nasal, dolor de garganta), puedes entrenar ligero. Si están ABAJO del cuello (fiebre, dolor muscular, malestar general), NO entrenes. Entrenar con fiebre aumenta el riesgo de complicaciones cardíacas. Descansa, hidrátate y vuelve cuando estés recuperado. Perderás pocos días de progreso."
"¿Cuántas calorías quema mi entrenamiento?","Depende del tipo, duración e intensidad. Una hora de entrenamiento de fuerza quema 200-400 kcal. HIIT 300-500 kcal. Cardio moderado 400-600 kcal. Pero el gasto total del día (TDEE) incluye metabolismo basal, termogénesis y actividad diaria. No uses el 'calorie burn' del treadmill como excusa para comer más: esos dispositivos sobrestiman el gasto en 20-40%."
"¿Debo tomar creatina?","La creatina monohidratada es el suplemento con más evidencia científica. 5g diarios mejoran la fuerza, potencia y recuperación. Es segura para uso a largo plazo (más de 5 años de estudios). No causa daño renal en personas sanas. Puedes tomarla en cualquier momento del día. No necesita fase de carga (aunque sí acelera los efectos). Es barata y efectiva."
"¿Por qué no puedo subir de peso a pesar de comer mucho?","Probablemente no estás comiendo tanto como crees. Soluciones: 1) Lleva un registro de alimentos 7 días (usar MyFitnessPal), 2) Aumenta porciones gradualmente (+300 kcal/día), 3) Come más calorías líquidas (batidos, leche entera), 4) Reduce cardio excesivo, 5) Asegura 7+ horas de sueño. Si realmente comes en superávit y no subes, consulta endocrinólogo para descartar hipertiroidismo."
"¿Cuánto tiempo debo mantener cada ejercicio?","Mantén un programa por 6-8 semanas antes de cambiar. El cuerpo necesita tiempo para adaptarse a un estímulo (supercompensación). Cambiar de programa cada 2 semanas no permite adaptations. Señales para cambiar: estancamiento en 2+ semanas, aburrimiento extremo, o dolor articular. Haz pequeños ajustes (cambiar un ejercicio, ajustar series) en vez de cambios radicales."
"¿Por qué siento dolor en las articulaciones?","Causas: 1) Técnica deficiente, 2) Peso excesivo, 3) Falta de calentamiento, 4) Desequilibrios musculares, 5) Falta de movilidad. Soluciones: 1) Reduce peso y perfecciona técnica, 2) Añade ejercicios de estabilización, 3) Calienta 5-10 minutos con movimientos dinámicos, 4) Trabaja movilidad de cadera, hombros y tobillos. Si el dolor persiste, consulta fisioterapeuta."
"¿Debo hacer ejercicio si estoy embarazada?","Sí, con autorización médica. El ejercicio prenatal mejora la salud materna y fetal. Evita: deportes de contacto, abdomen acostada después del primer trimestre, ejercicios con caída riesgo, movimientos de valsalva. Recomendados: caminata, natación, yoga prenatal, entrenamiento de fuerza ligero con peso corporal. Consulta con tu ginecólogo para un plan personalizado."
"¿Cuánto tiempo debo esperar para entrenar después de comer?","Espera 2-3 horas después de una comida grande, 1 hora después de un snack ligero. Entrenar con el estómago lleno causa náuseas, calambres y reducción del rendimiento. Si entrenas en ayunas, asegúrate de hidratarte bien y considera un snack pequeño (plátano, barrita de proteína) 30 minutos antes. La digestión completa varía según la persona."
"¿Por qué mis brazos no crecen a pesar de entrenarlos?","Causas comunes: 1) Volumen insuficiente (mínimo 10 series/semana por bíceps/tríceps), 2) Peso excesivo con mala técnica, 3) No progressive overload, 4) Falta de ejercicios compuestos que trabajen brazos (dominadas, press), 5) No suficiente proteína. Solución: 2-3 sesiones directas de brazos/semana, ejercicios compuestos pesados, progressive overload semanal, 2g proteína/kg."
"¿Puedo hacer ejercicio con presión alta?","Consulta a tu médico. Generalmente, el ejercicio aeróbico regular (150 min/semana de intensidad moderada) reduce la presión arterial. Evita: levantar peso pesado que cause Valsalva, ejercicio isométrico prolongado, entrenamiento en calor excesivo. Comienza con caminata, natación o ciclismo. Monitorea tu presión regularmente y ajusta el entrenamiento con supervisión médica."
"¿Es mejor entrenar solo o con entrenador?","Un buen entrenador acelera tus resultados: corrige técnica, diseña programas personalizados, te da accountability y motiva. Si eres principiante, un entrenador por 3-6 meses es inversión valiosa. Si eres intermedio/avanzado, puedes entrenar solo con conocimiento. Claves: busca un entrenador certificado (no solo 'influencer'), con experiencia en tu objetivo, y que haga seguimiento de tu progreso."
"¿Cuánto tiempo debo hacer cardio para quemar grasa?","No existe un 'tiempo mágico'. La quema de grasa depende del déficit calórico total, no de la duración del cardio. 20-40 minutos de cardio moderado 3-4 veces por semana, combinado con dieta con déficit de 300-500 kcal, es efectivo. HIIT 15-20 min quema similar cantidad de calorías que 40 min de cardio moderado, pero es más exigente. La consistencia supera la duración."
"¿Por qué no me gusta el gimnasio?","No todas las personas disfrutan el gimnasio, y está bien. Alternativas: 1) Entrenamiento en casa (peso corporal, mancuernas), 2) Deportes (fútbol, tenis, natación), 3) CrossFit o entrenamiento grupal, 4) Entrenamiento funcional, 5) Caminata o ciclismo. El mejor ejercicio es el que HACES consistentemente. Experimenta hasta encontrar algo que disfrutes."
"¿Puedo entrenar si tengo diabetes?","Sí, el ejercicio mejora el control glucémico. Consulta a tu médico para ajustar medicación. Precauciones: 1) Monitorea glucosa antes y después, 2) Lleva fuente de carbohidrato rápido, 3) Evita inyecciones en músculos activos, 4) Hidrátate bien, 5) Usa calzado adecuado. El entrenamiento de fuerza y cardio aeróbico ambos benefician a personas con diabetes tipo 2."
"Edad: 32 años | Sexo: Hombre | Altura: 1.80m | Peso: 85kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Fuerza y cardio | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Perder peso y mejorar salud | Condición especial: Asma leve","Rutina: Acondicionamiento con asma - 3 días/semana\n\nAnálisis del perfil:\nUsuario con asma leve. El ejercicio puede desencadenar síntomas si no se maneja correctamente. Con calentamiento adecuado y precauciones, puede entrenar con seguridad.\n\nDía 1 - Lunes (Tren superior suave):\n1. Caminata en caminadora - 10 min para calentar\n2. Press en máquina pecho - 3x15\n3. Remo en polea baja - 3x15\n4. Elevaciones laterales livianas - 3x15\n5. Curl de bíceps - 3x15\n6. Bicicleta estática - 15 min ritmo moderado\n\nDía 2 - Miércoles (Tren inferior suave):\n1. Caminata en caminadora - 10 min para calentar\n2. Prensa de pierna - 3x12\n3. Extensión de cuádriceps - 3x15\n4. Curl femoral - 3x15\n5. Puente de glúteos - 3x15\n6. Bicicleta - 10 min\n\nDía 3 - Viernes (Full body funcional):\n1. Calentamiento progresivo - 10 min\n2. Circuito suave: Sentadilla x12 + Remo x12 + Press x12 + Zancadas x10 - 3 rondas\n3. Plancha modificada - 3x20s\n4. Estiramientos - 10 min\n\nRecomendaciones:\n- Siempre usar inhalador de rescate antes de entrenar si es necesario.\n- Calentar progresivamente 10-15 minutos.\n- Evitar ejercicio en aire frío o seco.\n- Parar si siente opresión en el pecho o dificultad para respirar.\n- Mantener hidratación."
